id,nombre,desc
WHYOT3A9,"Other 3 - Other specify","If YES to OTHALT39: Please tell me whether or not you use any other health practice or remedy: Is there any other reason you use any other health practice or remedy? Specify"
OT3ADV9,"Other 3 - Provider advice","If YES to OTHALT39: Please tell me whether or not you use any other health practice or remedy: On advice from health care provider?"
OT3PER9,"Other 3 - Regulate Periods","If YES to OTHALT39: Please tell me whether or not you use any other health practice or remedy: To regulate periods?"
OTALT3S9,"Other 3 - Specify","If YES to OTHALT39: During the past 12 months, have you used any of the following for your health? Any other health practice or remedy - Specify"
OT3WGH9,"Other 3 - Weight","If YES to OTHALT39: Please tell me whether or not you use any other health practice or remedy: To lose weight or to stay the same weight?"
OT3LOO9,"Other 3 - Young Looking","If YES to OTHALT39: Please tell me whether or not you use any other health practice or remedy: To stay young-looking?"
FODPNO19,"Other Diet 1 past week","If YES to OTHFOO19, have you used this food plan in the past week?"
OTHFOO19,"Other Diet 1 past year","In the past year have you used: Other. Specify"
OTHFOS19,"Other Diet 1 specify","In the past year have you used: Other. Specify"
FODPNO29,"Other Diet 2 past week","If YES to OTHFOO29, have you used this food plan in the past week?"
OTHFOO29,"Other Diet 2 past year","In the past year have you used: Other. Specify"
OTHFOS29,"Other Diet 2 specify","In the past year have you used: Other. Specify"
CLOSDIE9,"Other close friend/relative died upsetting since last visit","Since your last study visit, have you experienced any of the following: A close friend or family member other than a husband/partner, child or parent died? If you have, indicate how upsetting it was."
OTHALT9,"Other health practice","During the past 12 months, have you used any of the following for your health? Any other health practice or remedy"
OTHALT29,"Other health practice 2","During the past 12 months, have you used any of the following for your health? Any other health practice or remedy"
OTHALT39,"Other health practice 3","During the past 12 months, have you used any of the following for your health? Any other health practice or remedy"
MAJEVEN9,"Other major event upsetting since last visit","Since your last study visit, have you experienced any of the following: Other major event not included above? If you have, indicate how upsetting it was."
OTC19,"Other over-the-counter (OTC) medication #1","Since your last study visit, have you taken: Any other over-the-counter pills or other medications (including liquids or ointments or aspirin) that I haven't talked to you about?"
OTCTW19,"Other over-the-counter (OTC) medication #1 taken 2 times/week for the last month","If YES to OTC19: Have you been taking it at least two times per week for the last month?"
OTC109,"Other over-the-counter (OTC) medication #10","Since your last study visit, have you taken: Any other over-the-counter pills or other medications (including liquids or ointments or aspirin) that I haven't talked to you about?"
OTCTW109,"Other over-the-counter (OTC) medication #10 taken 2 times/week for the last month","If YES to OTC109: Have you been taking it at least two times per week for the last month?"
OTC119,"Other over-the-counter (OTC) medication #11","Since your last study visit, have you taken: Any other over-the-counter pills or other medications (including liquids or ointments or aspirin) that I haven't talked to you about?"
OTCTW119,"Other over-the-counter (OTC) medication #11 taken 2 times/week for the last month","If YES to OTC119: Have you been taking it at least two times per week for the last month?"
OTC129,"Other over-the-counter (OTC) medication #12","Since your last study visit, have you taken: Any other over-the-counter pills or other medications (including liquids or ointments or aspirin) that I haven't talked to you about?"
OTCTW129,"Other over-the-counter (OTC) medication #12 taken 2 times/week for the last month","If YES to OTC129: Have you been taking it at least two times per week for the last month?"
OTC139,"Other over-the-counter (OTC) medication #13","Since your last study visit, have you taken: Any other over-the-counter pills or other medications (including liquids or ointments or aspirin) that I haven't talked to you about?"
OTCTW139,"Other over-the-counter (OTC) medication #13 taken 2 times/week for the last month","If YES to OTC139: Have you been taking it at least two times per week for the last month?"
OTC149,"Other over-the-counter (OTC) medication #14","Since your last study visit, have you taken: Any other over-the-counter pills or other medications (including liquids or ointments or aspirin) that I haven't talked to you about?"
OTCTW149,"Other over-the-counter (OTC) medication #14 taken 2 times/week for the last month","If YES to OTC149: Have you been taking it at least two times per week for the last month?"
OTC159,"Other over-the-counter (OTC) medication #15","Since your last study visit, have you taken: Any other over-the-counter pills or other medications (including liquids or ointments or aspirin) that I haven't talked to you about?"
OTCTW159,"Other over-the-counter (OTC) medication #15 taken 2 times/week for the last month","If YES to OTC159: Have you been taking it at least two times per week for the last month?"
OTC29,"Other over-the-counter (OTC) medication #2","Since your last study visit, have you taken: Any other over-the-counter pills or other medications (including liquids or ointments or aspirin) that I haven't talked to you about?"
OTCTW29,"Other over-the-counter (OTC) medication #2 taken 2 times/week for the last month","If YES to OTC29: Have you been taking it at least two times per week for the last month?"
OTC39,"Other over-the-counter (OTC) medication #3","Since your last study visit, have you taken: Any other over-the-counter pills or other medications (including liquids or ointments or aspirin) that I haven't talked to you about?"
OTCTW39,"Other over-the-counter (OTC) medication #3 taken 2 times/week for the last month","If YES to OTC39: Have you been taking it at least two times per week for the last month?"
OTC49,"Other over-the-counter (OTC) medication #4","Since your last study visit, have you taken: Any other over-the-counter pills or other medications (including liquids or ointments or aspirin) that I haven't talked to you about?"
OTCTW49,"Other over-the-counter (OTC) medication #4 taken 2 times/week for the last month","If YES to OTC49: Have you been taking it at least two times per week for the last month?"
OTC59,"Other over-the-counter (OTC) medication #5","Since your last study visit, have you taken: Any other over-the-counter pills or other medications (including liquids or ointments or aspirin) that I haven't talked to you about?"
OTCTW59,"Other over-the-counter (OTC) medication #5 taken 2 times/week for the last month","If YES to OTC59: Have you been taking it at least two times per week for the last month?"
OTC69,"Other over-the-counter (OTC) medication #6","Since your last study visit, have you taken: Any other over-the-counter pills or other medications (including liquids or ointments or aspirin) that I haven't talked to you about?"
OTCTW69,"Other over-the-counter (OTC) medication #6 taken 2 times/week for the last month","If YES to OTC69: Have you been taking it at least two times per week for the last month?"
OTC79,"Other over-the-counter (OTC) medication #7","Since your last study visit, have you taken: Any other over-the-counter pills or other medications (including liquids or ointments or aspirin) that I haven't talked to you about?"
OTCTW79,"Other over-the-counter (OTC) medication #7 taken 2 times/week for the last month","If YES to OTC79: Have you been taking it at least two times per week for the last month?"
OTC89,"Other over-the-counter (OTC) medication #8","Since your last study visit, have you taken: Any other over-the-counter pills or other medications (including liquids or ointments or aspirin) that I haven't talked to you about?"
